LHS	RHS	supp	conf
02-Det. house, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	20,72355	76,04618
02-Det. house, 11-Wife.work.class=PrivateWorker, YES	01-H. owned	19,66182	89,60573
02-Det. house, 11-Wife.work.class=PrivateWorker, YES	10-Husb.work.class=PrivateWorker	17,30240	78,85305
02-Det. house, 11-Wife.work.class=PrivateWorker, YES	03-Vechicl.=2	15,76878	71,86380
02-Det. house, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	01-H. owned	21,15611	85,66879
02-Det. house, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	08-Husb.:West Europe	17,73496	71,81529
02-Det. house, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	19,62249	79,45860
02-Det. house, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	01-H. owned	28,74558	85,79812
02-Det. house, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	26,85804	80,16432
02-Det. house, 11-Wife.work.class=PrivateWorker, 07-Wife:no college	01-H. owned	8,57255	78,70036
02-Det. house, 11-Wife.work.class=PrivateWorker, 07-Wife:no college	10-Husb.work.class=PrivateWorker	7,90405	72,56318
02-Det. house, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	01-H. owned	15,37554	91,35514
02-Det. house, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	13,05545	77,57009
02-Det. house, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	03-Vechicl.=2	12,15100	72,19626
02-Det. house, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=05	01-H. owned	9,83091	88,02817
02-Det. house, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=05	10-Husb.work.class=PrivateWorker	8,61188	77,11268
02-Det. house, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	01-H. owned	16,55525	91,12554
02-Det. house, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	10-Husb.work.class=PrivateWorker	14,39245	79,22078
02-Det. house, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	03-Vechicl.=2	12,93748	71,21212
02-Det. house, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=3	01-H. owned	8,02202	88,69565
02-Det. house, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=06	01-H. owned	8,41526	89,91597
02-Det. house, 11-Wife.work.class=PrivateWorker, NO	01-H. owned	21,58867	80,97345
02-Det. house, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	20,72355	77,72861
02-Det. house, YES, 09-Wife:West Europe	01-H. owned	13,72395	88,80407
02-Det. house, YES, 09-Wife:West Europe	08-Husb.:West Europe	11,44318	74,04580
02-Det. house, YES, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	12,11168	78,37150
02-Det. house, YES, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	10,85332	70,22901
02-Det. house, YES, 09-Wife:West Europe	03-Vechicl.=2	11,36453	73,53690
02-Det. house, YES, 03-Vechicl.=2	01-H. owned	19,97641	89,43662
02-Det. house, YES, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	17,10578	76,58451
02-Det. house, YES, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	15,76878	70,59859
02-Det. house, YES, 06-Husb.:associate	01-H. owned	10,77468	93,19728
02-Det. house, YES, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	8,92646	77,21088
02-Det. house, YES, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	8,37593	72,44898
02-Det. house, YES, 06-Husb.:associate	03-Vechicl.=2	8,37593	72,44898
02-Det. house, YES, 07-Wife:associate	01-H. owned	11,63980	93,08176
02-Det. house, YES, 07-Wife:associate	10-Husb.work.class=PrivateWorker	9,79158	78,30189
02-Det. house, YES, 07-Wife:associate	11-Wife.work.class=PrivateWorker	8,88714	71,06918
02-Det. house, YES, 07-Wife:associate	03-Vechicl.=2	8,76917	70,12579
02-Det. house, 09-Wife:West Europe, 03-Vechicl.=2	01-H. owned	20,76288	85,29887
02-Det. house, 09-Wife:West Europe, 03-Vechicl.=2	08-Husb.:West Europe	17,77428	73,02100
02-Det. house, 09-Wife:West Europe, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	18,56076	76,25202
02-Det. house, 09-Wife:West Europe, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	17,22375	70,75929
02-Det. house, 09-Wife:West Europe, 06-Husb.:associate	01-H. owned	11,87574	91,79331
02-Det. house, 09-Wife:West Europe, 06-Husb.:associate	08-Husb.:West Europe	9,94888	76,89970
02-Det. house, 09-Wife:West Europe, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	9,87023	76,29179
02-Det. house, 09-Wife:West Europe, 06-Husb.:associate	03-Vechicl.=2	9,51632	73,55623
02-Det. house, 09-Wife:West Europe, 07-Wife:associate	01-H. owned	12,78018	88,55586
02-Det. house, 09-Wife:West Europe, 07-Wife:associate	08-Husb.:West Europe	11,04994	76,56676
02-Det. house, 09-Wife:West Europe, 07-Wife:associate	10-Husb.work.class=PrivateWorker	11,01062	76,29428
02-Det. house, 09-Wife:West Europe, 07-Wife:associate	03-Vechicl.=2	10,18482	70,57221
02-Det. house, 09-Wife:West Europe, NO	01-H. owned	16,27998	82,30616
02-Det. house, 09-Wife:West Europe, NO	08-Husb.:West Europe	14,47110	73,16103
02-Det. house, 03-Vechicl.=2, 06-Husb.:associate	01-H. owned	15,96540	90,82774
02-Det. house, 03-Vechicl.=2, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	13,01612	74,04922
02-Det. house, 03-Vechicl.=2, 12-Husb.Income=05	01-H. owned	9,08376	84,61538
02-Det. house, 03-Vechicl.=2, 07-Wife:associate	01-H. owned	17,14510	91,21339
02-Det. house, 03-Vechicl.=2, 07-Wife:associate	10-Husb.work.class=PrivateWorker	14,23516	75,73222
02-Det. house, 03-Vechicl.=2, 12-Husb.Income=06	01-H. owned	8,69052	91,70124
02-Det. house, 03-Vechicl.=2, NO	01-H. owned	21,03814	83,07453
02-Det. house, 03-Vechicl.=2, NO	10-Husb.work.class=PrivateWorker	18,32481	72,36025
02-Det. house, 03-Vechicl.=2, NO	11-Wife.work.class=PrivateWorker	17,73496	70,03106
02-Det. house, 06-Husb.:associate, 07-Wife:associate	01-H. owned	12,34762	94,29429
02-Det. house, 06-Husb.:associate, 07-Wife:associate	10-Husb.work.class=PrivateWorker	9,90956	75,67568
02-Det. house, 06-Husb.:associate, 07-Wife:associate	11-Wife.work.class=PrivateWorker	9,51632	72,67267
02-Det. house, 06-Husb.:associate, 07-Wife:associate	03-Vechicl.=2	9,67361	73,87387
02-Det. house, 06-Husb.:associate, NO	01-H. owned	10,97129	89,13738
02-Det. house, 06-Husb.:associate, NO	03-Vechicl.=2	9,20173	74,76038
02-Det. house, 12-Husb.Income=05, NO	01-H. owned	7,98270	85,65401
02-Det. house, 07-Wife:associate, NO	01-H. owned	11,99371	87,64368
02-Det. house, 07-Wife:associate, NO	03-Vechicl.=2	10,02753	73,27586
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. owned	19,58317	73,02053
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	02-Det. house	20,05505	74,78006
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	09-Wife:West Europe	18,91467	70,52786
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	18,83602	70,23460
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, YES	01-H. owned	12,22965	84,51087
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, YES	02-Det. house	12,22965	84,51087
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, YES	11-Wife.work.class=PrivateWorker	10,89265	75,27174
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, YES	09-Wife:West Europe	10,38144	71,73913
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, YES	03-Vechicl.=2	11,12859	76,90217
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	01-H. owned	18,52143	74,29022
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	02-Det. house	19,07196	76,49842
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	18,91467	75,86751
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=2	01-H. owned	18,75737	75,59429
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=2	02-Det. house	19,03264	76,70365
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	18,83602	75,91125
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	01-H. owned	10,97129	82,54438
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	02-Det. house	10,49941	78,99408
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	9,67361	72,78107
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	09-Wife:West Europe	9,51632	71,59763
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	03-Vechicl.=2	9,75226	73,37278
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	01-H. owned	11,56115	77,77778
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	02-Det. house	11,12859	74,86772
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	11-Wife.work.class=PrivateWorker	11,28588	75,92593
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	09-Wife:West Europe	10,97129	73,80952
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	03-Vechicl.=2	10,65670	71,69312
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	15,92607	76,55955
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, YES	01-H. owned	11,60047	82,40223
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, YES	02-Det. house	11,67912	82,96089
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, YES	10-Husb.work.class=PrivateWorker	10,89265	77,37430
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, YES	03-Vechicl.=2	10,57806	75,13966
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	01-H. owned	17,38105	73,30017
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	02-Det. house	17,73496	74,79270
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	18,91467	79,76783
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	01-H. owned	17,49902	73,43234
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	02-Det. house	17,89225	75,08251
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	18,83602	79,04290
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	01-H. owned	10,06685	80,75710
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	02-Det. house	9,67361	77,60252
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	9,67361	77,60252
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	03-Vechicl.=2	8,80849	70,66246
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	01-H. owned	10,97129	77,71588
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	02-Det. house	10,46009	74,09471
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	10-Husb.work.class=PrivateWorker	11,28588	79,94429
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	09-Wife:West Europe	9,94888	70,47354
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	15,92607	77,43786
08-Husb.:West Europe, YES, 09-Wife:West Europe	01-H. owned	11,28588	83,43023
08-Husb.:West Europe, YES, 09-Wife:West Europe	02-Det. house	11,44318	84,59302
08-Husb.:West Europe, YES, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	10,38144	76,74419
08-Husb.:West Europe, YES, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	9,51632	70,34884
08-Husb.:West Europe, YES, 09-Wife:West Europe	03-Vechicl.=2	10,06685	74,41860
08-Husb.:West Europe, YES, 03-Vechicl.=2	01-H. owned	12,26897	82,97872
08-Husb.:West Europe, YES, 03-Vechicl.=2	02-Det. house	12,34762	83,51064
08-Husb.:West Europe, YES, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	11,12859	75,26596
08-Husb.:West Europe, YES, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	10,57806	71,54255
08-Husb.:West Europe, 09-Wife:West Europe, 03-Vechicl.=2	01-H. owned	17,26308	74,91468
08-Husb.:West Europe, 09-Wife:West Europe, 03-Vechicl.=2	02-Det. house	17,77428	77,13311
08-Husb.:West Europe, 09-Wife:West Europe, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	17,26308	74,91468
08-Husb.:West Europe, 09-Wife:West Europe, 06-Husb.:associate	01-H. owned	10,49941	84,22713
08-Husb.:West Europe, 09-Wife:West Europe, 06-Husb.:associate	02-Det. house	9,94888	79,81073
08-Husb.:West Europe, 09-Wife:West Europe, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	9,51632	76,34069
08-Husb.:West Europe, 09-Wife:West Europe, 06-Husb.:associate	03-Vechicl.=2	8,76917	70,34700
08-Husb.:West Europe, 09-Wife:West Europe, 07-Wife:associate	01-H. owned	11,20724	77,86885
08-Husb.:West Europe, 09-Wife:West Europe, 07-Wife:associate	02-Det. house	11,04994	76,77596
08-Husb.:West Europe, 09-Wife:West Europe, 07-Wife:associate	10-Husb.work.class=PrivateWorker	10,97129	76,22951
08-Husb.:West Europe, 09-Wife:West Europe, NO	02-Det. house	14,47110	70,36329
08-Husb.:West Europe, 09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	14,54974	70,74570
08-Husb.:West Europe, 03-Vechicl.=2, 06-Husb.:associate	01-H. owned	11,01062	83,33333
08-Husb.:West Europe, 03-Vechicl.=2, 06-Husb.:associate	02-Det. house	10,69603	80,95238
08-Husb.:West Europe, 03-Vechicl.=2, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	9,75226	73,80952
08-Husb.:West Europe, 03-Vechicl.=2, 07-Wife:associate	01-H. owned	11,52182	81,16343
08-Husb.:West Europe, 03-Vechicl.=2, 07-Wife:associate	02-Det. house	11,01062	77,56233
08-Husb.:West Europe, 03-Vechicl.=2, 07-Wife:associate	10-Husb.work.class=PrivateWorker	10,65670	75,06925
08-Husb.:West Europe, 03-Vechicl.=2, NO	02-Det. house	13,64530	70,38540
08-Husb.:West Europe, 03-Vechicl.=2, NO	10-Husb.work.class=PrivateWorker	13,68462	70,58824
08-Husb.:West Europe, 06-Husb.:associate, 07-Wife:associate	01-H. owned	8,61188	84,55598
08-Husb.:West Europe, 06-Husb.:associate, 07-Wife:associate	02-Det. house	7,90405	77,60618
08-Husb.:West Europe, 07-Wife:associate, NO	01-H. owned	8,06134	70,20548
08-Husb.:West Europe, 07-Wife:associate, NO	10-Husb.work.class=PrivateWorker	8,17932	71,23288
08-Husb.:West Europe, 07-Wife:associate, NO	09-Wife:West Europe	8,25796	71,91781
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, YES	01-H. owned	17,10578	78,23741
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, YES	02-Det. house	17,30240	79,13669
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, YES	03-Vechicl.=2	15,65081	71,58273
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	01-H. owned	19,30790	73,72372
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	02-Det. house	19,62249	74,92492
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	08-Husb.:West Europe	18,91467	72,22222
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	03-Vechicl.=2	18,36414	70,12012
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	01-H. owned	27,01534	72,46835
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	02-Det. house	26,85804	72,04641
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 07-Wife:no college	02-Det. house	7,90405	74,44444
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	01-H. owned	13,56665	80,41958
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	02-Det. house	13,05545	77,38928
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	03-Vechicl.=2	12,26897	72,72727
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=05	03-Vechicl.=2	8,92646	71,15987
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	01-H. owned	15,53284	78,37302
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	02-Det. house	14,39245	72,61905
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	03-Vechicl.=2	14,35313	72,42063
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 01-H. not owned	NO	12,46559	72,37443
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 02-Apart.	01-H. not owned	9,90956	83,16832
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 02-Apart.	NO	8,92646	74,91749
10-Husb.work.class=PrivateWorker, 12-Husb.Income=04, NO	11-Wife.work.class=PrivateWorker	7,94337	76,80608
10-Husb.work.class=PrivateWorker, YES, 09-Wife:West Europe	01-H. owned	11,67912	82,96089
10-Husb.work.class=PrivateWorker, YES, 09-Wife:West Europe	02-Det. house	12,11168	86,03352
10-Husb.work.class=PrivateWorker, YES, 09-Wife:West Europe	08-Husb.:West Europe	10,38144	73,74302
10-Husb.work.class=PrivateWorker, YES, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	10,38144	73,74302
10-Husb.work.class=PrivateWorker, YES, 09-Wife:West Europe	03-Vechicl.=2	10,73535	76,25698
10-Husb.work.class=PrivateWorker, YES, 03-Vechicl.=2	01-H. owned	17,30240	80,58608
10-Husb.work.class=PrivateWorker, YES, 03-Vechicl.=2	02-Det. house	17,10578	79,67033
10-Husb.work.class=PrivateWorker, YES, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	15,65081	72,89377
10-Husb.work.class=PrivateWorker, YES, 06-Husb.:associate	01-H. owned	9,20173	85,71429
10-Husb.work.class=PrivateWorker, YES, 06-Husb.:associate	02-Det. house	8,92646	83,15018
10-Husb.work.class=PrivateWorker, YES, 06-Husb.:associate	03-Vechicl.=2	8,21864	76,55678
10-Husb.work.class=PrivateWorker, YES, 07-Wife:associate	01-H. owned	10,14550	86,00000
10-Husb.work.class=PrivateWorker, YES, 07-Wife:associate	02-Det. house	9,79158	83,00000
10-Husb.work.class=PrivateWorker, YES, 07-Wife:associate	11-Wife.work.class=PrivateWorker	8,65120	73,33333
10-Husb.work.class=PrivateWorker, YES, 07-Wife:associate	03-Vechicl.=2	8,57255	72,66667
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 03-Vechicl.=2	01-H. owned	18,20684	75,28455
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 03-Vechicl.=2	02-Det. house	18,56076	76,74797
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 03-Vechicl.=2	08-Husb.:West Europe	17,26308	71,38211
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	18,36414	75,93496
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	01-H. owned	10,14550	81,13208
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	02-Det. house	9,87023	78,93082
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	08-Husb.:West Europe	9,51632	76,10063
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	9,20173	73,58491
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	03-Vechicl.=2	9,08376	72,64151
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 07-Wife:associate	01-H. owned	11,16791	76,75676
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 07-Wife:associate	02-Det. house	11,01062	75,67568
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 07-Wife:associate	08-Husb.:West Europe	10,97129	75,40541
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 07-Wife:associate	11-Wife.work.class=PrivateWorker	10,89265	74,86486
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, 07-Wife:associate	03-Vechicl.=2	10,57806	72,70270
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, NO	08-Husb.:West Europe	14,54974	71,84466
10-Husb.work.class=PrivateWorker, 09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	15,80810	78,05825
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, 06-Husb.:associate	01-H. owned	13,48801	79,21478
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, 06-Husb.:associate	02-Det. house	13,01612	76,44342
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	12,26897	72,05543
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, 12-Husb.Income=05	11-Wife.work.class=PrivateWorker	8,92646	79,37063
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, 07-Wife:associate	01-H. owned	15,37554	79,95910
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, 07-Wife:associate	02-Det. house	14,23516	74,02863
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, 07-Wife:associate	11-Wife.work.class=PrivateWorker	14,35313	74,64213
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, 01-H. not owned	11-Wife.work.class=PrivateWorker	10,26347	75,21614
10-Husb.work.class=PrivateWorker, 03-Vechicl.=2, NO	11-Wife.work.class=PrivateWorker	21,62800	77,57405
10-Husb.work.class=PrivateWorker, 06-Husb.:associate, 07-Wife:associate	01-H. owned	10,61738	81,57100
10-Husb.work.class=PrivateWorker, 06-Husb.:associate, 07-Wife:associate	02-Det. house	9,90956	76,13293
10-Husb.work.class=PrivateWorker, 06-Husb.:associate, 07-Wife:associate	11-Wife.work.class=PrivateWorker	9,55564	73,41390
10-Husb.work.class=PrivateWorker, 06-Husb.:associate, 07-Wife:associate	03-Vechicl.=2	9,47700	72,80967
10-Husb.work.class=PrivateWorker, 06-Husb.:associate, NO	01-H. owned	8,96579	70,80745
10-Husb.work.class=PrivateWorker, 06-Husb.:associate, NO	11-Wife.work.class=PrivateWorker	9,12308	72,04969
10-Husb.work.class=PrivateWorker, 07-Wife:associate, NO	11-Wife.work.class=PrivateWorker	11,16791	75,53191
10-Husb.work.class=PrivateWorker, 07-Wife:associate, NO	03-Vechicl.=2	10,65670	72,07447
10-Husb.work.class=PrivateWorker, 01-H. not owned, 02-Apart.	11-Wife.work.class=PrivateWorker	9,90956	72,00000
10-Husb.work.class=PrivateWorker, 01-H. not owned, 02-Apart.	NO	10,02753	72,85714
10-Husb.work.class=PrivateWorker, 01-H. not owned, NO	11-Wife.work.class=PrivateWorker	12,46559	75,29691
10-Husb.work.class=PrivateWorker, 02-Apart., NO	11-Wife.work.class=PrivateWorker	8,92646	76,43098
10-Husb.work.class=PrivateWorker, 02-Apart., NO	01-H. not owned	10,02753	85,85859
11-Wife.work.class=PrivateWorker, 12-Husb.Income=04, NO	10-Husb.work.class=PrivateWorker	7,94337	77,39464
11-Wife.work.class=PrivateWorker, YES, 09-Wife:West Europe	01-H. owned	10,85332	83,89058
11-Wife.work.class=PrivateWorker, YES, 09-Wife:West Europe	02-Det. house	10,85332	83,89058
11-Wife.work.class=PrivateWorker, YES, 09-Wife:West Europe	08-Husb.:West Europe	9,51632	73,55623
11-Wife.work.class=PrivateWorker, YES, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	10,38144	80,24316
11-Wife.work.class=PrivateWorker, YES, 09-Wife:West Europe	03-Vechicl.=2	9,63429	74,46809
11-Wife.work.class=PrivateWorker, YES, 03-Vechicl.=2	01-H. owned	16,08337	80,19608
11-Wife.work.class=PrivateWorker, YES, 03-Vechicl.=2	02-Det. house	15,76878	78,62745
11-Wife.work.class=PrivateWorker, YES, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	15,65081	78,03922
11-Wife.work.class=PrivateWorker, YES, 06-Husb.:associate	01-H. owned	8,57255	86,85259
11-Wife.work.class=PrivateWorker, YES, 06-Husb.:associate	02-Det. house	8,37593	84,86056
11-Wife.work.class=PrivateWorker, YES, 07-Wife:associate	01-H. owned	9,35902	86,23188
11-Wife.work.class=PrivateWorker, YES, 07-Wife:associate	02-Det. house	8,88714	81,88406
11-Wife.work.class=PrivateWorker, YES, 07-Wife:associate	10-Husb.work.class=PrivateWorker	8,65120	79,71014
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 03-Vechicl.=2	01-H. owned	17,06646	75,74171
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 03-Vechicl.=2	02-Det. house	17,22375	76,43979
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 03-Vechicl.=2	08-Husb.:West Europe	16,00472	71,02967
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	18,36414	81,50087
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	01-H. owned	9,28038	82,51748
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	02-Det. house	9,00511	80,06993
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	08-Husb.:West Europe	8,57255	76,22378
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	9,20173	81,81818
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 07-Wife:associate	01-H. owned	10,34212	77,81065
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 07-Wife:associate	02-Det. house	9,98820	75,14793
11-Wife.work.class=PrivateWorker, 09-Wife:West Europe, 07-Wife:associate	08-Husb.:West Europe	9,94888	74,85207
