LSH	RHS	supp	conf	
02-Apart., 06-Husb.:associate, NO	01-H. not owned	9,55323	92,20183	
02-Apart., 09-Wife:Mexico, 08-Husb.:Mexico	01-H. not owned	13,73574	97,30640	
02-Apart., 09-Wife:Mexico, 08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	12,16730	86,19529	
02-Apart., 03-Vechicl.=1, NO	01-H. not owned	9,69582	95,77465	
02-Apart., 07-Wife:associate, NO	01-H. not owned	11,59696	92,42424	
02-Apart., 07-Wife:associate, NO	10-Husb.work.class=PrivateWorker	10,07605	80,30303	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	13,64068	75,92593	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	13,97338	77,77778	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe	NO	12,64259	70,37037	
03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	09-Wife:West Europe	13,64068	71,92982	
03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	15,49430	81,70426	
03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	NO	13,40304	70,67669	
03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	09-Wife:West Europe	13,97338	72,05882	
03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	15,49430	79,90196	
03-Vechicl.=2, 08-Husb.:West Europe, NO	01-H. not owned	12,30989	70,38043	
03-Vechicl.=2, 08-Husb.:West Europe, NO	09-Wife:West Europe	12,64259	72,28261	
03-Vechicl.=2, 08-Husb.:West Europe, NO	10-Husb.work.class=PrivateWorker	13,40304	76,63043	
03-Vechicl.=2, 08-Husb.:West Europe, NO	11-Wife.work.class=PrivateWorker	13,49810	77,17391	
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	01-H. not owned	12,88023	70,75718	
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	08-Husb.:West Europe	13,64068	74,93473	
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	14,87643	81,72324	
03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	01-H. not owned	13,26046	70,63291	
03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	13,97338	74,43038	
03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	14,87643	79,24051	
03-Vechicl.=2, 09-Wife:West Europe, NO	01-H. not owned	11,50190	70,14493	
03-Vechicl.=2, 09-Wife:West Europe, NO	08-Husb.:West Europe	12,64259	77,10145	
03-Vechicl.=2, 09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	12,73764	77,68116	
03-Vechicl.=2, 09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	12,69011	77,39130	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, YES	01-H. not owned	10,93156	70,55215	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, YES	11-Wife.work.class=PrivateWorker	12,45247	80,36810	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 02-Det. house	11-Wife.work.class=PrivateWorker	12,02471	79,31034	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 06-Husb.:no college	11-Wife.work.class=PrivateWorker	10,74144	81,58845	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 07-Wife:no college	01-H. not owned	10,64639	72,72727	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 07-Wife:no college	11-Wife.work.class=PrivateWorker	12,83270	87,66234	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	23,66920	71,14286	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=04	01-H. not owned	13,78327	71,60494	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=04	11-Wife.work.class=PrivateWorker	15,58935	80,98765	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 01-H. owned	11-Wife.work.class=PrivateWorker	9,60076	76,80608	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	NO	10,69392	86,20690	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	20,81749	78,77698	
03-Vechicl.=2, YES, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	12,45247	81,87500	
03-Vechicl.=2, 02-Det. house, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	12,02471	79,81073	
03-Vechicl.=2, 06-Husb.:no college, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	10,74144	79,57746	
03-Vechicl.=2, 07-Wife:no college, 11-Wife.work.class=PrivateWorker	01-H. not owned	11,73954	72,86136	
03-Vechicl.=2, 07-Wife:no college, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	12,83270	79,64602	
03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	01-H. not owned	14,25856	73,52941	
03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	10-Husb.work.class=PrivateWorker	15,58935	80,39216	
03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, 01-H. owned	10-Husb.work.class=PrivateWorker	9,60076	80,80000	
03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	19,10646	72,56318	
03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	20,81749	79,06137	
03-Vechicl.=2, 12-Husb.Income=04, NO	10-Husb.work.class=PrivateWorker	11,50190	75,38941	
03-Vechicl.=2, 12-Husb.Income=04, NO	11-Wife.work.class=PrivateWorker	11,21673	73,52025	
03-Vechicl.=2, 07-Wife:associate, NO	01-H. not owned	9,50570	70,67138	
03-Vechicl.=2, 07-Wife:associate, NO	10-Husb.work.class=PrivateWorker	10,69392	79,50530	
06-Husb.:school, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	9,69582	73,38129	
08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	01-H. not owned	13,83080	71,14914	
08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	13,64068	70,17115	
08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	15,96958	82,15159	
08-Husb.:West Europe, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	15,96958	78,13953	
08-Husb.:West Europe, 09-Wife:West Europe, NO	03-Vechicl.=2	12,64259	72,08672	
08-Husb.:West Europe, 09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	13,40304	76,42276	
08-Husb.:West Europe, 09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	13,54563	77,23577	
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	16,49240	70,67210	
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=04	11-Wife.work.class=PrivateWorker	9,79087	81,74603	
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	15,54183	81,14144	
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	10-Husb.work.class=PrivateWorker	9,79087	78,62595	
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	13,54563	70,37037	
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	03-Vechicl.=2	13,49810	70,12346	
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	09-Wife:West Europe	13,54563	70,37037	
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	15,54183	80,74074	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	15,54183	71,55361	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	15,96958	73,52298	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=04	11-Wife.work.class=PrivateWorker	9,88593	80,62016	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	01-H. not owned	12,50000	70,32086	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	03-Vechicl.=2	12,73764	71,65775	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	08-Husb.:West Europe	13,40304	75,40107	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	14,21103	79,94652	
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	01-H. not owned	9,69582	75,83643	
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	10-Husb.work.class=PrivateWorker	9,88593	77,32342	
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	12,92776	72,14854	
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	03-Vechicl.=2	12,69011	70,82228	
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	08-Husb.:West Europe	13,54563	75,59682	
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	14,21103	79,31034	
10-Husb.work.class=PrivateWorker, YES, 02-Det. house	11-Wife.work.class=PrivateWorker	10,31369	80,66914	
10-Husb.work.class=PrivateWorker, YES, 07-Wife:no college	11-Wife.work.class=PrivateWorker	9,69582	84,29752	
10-Husb.work.class=PrivateWorker, YES, 11-Wife.work.class=PrivateWorker	01-H. not owned	18,20342	72,95238	
10-Husb.work.class=PrivateWorker, YES, 12-Husb.Income=04	01-H. not owned	10,93156	73,95498	
10-Husb.work.class=PrivateWorker, YES, 12-Husb.Income=04	11-Wife.work.class=PrivateWorker	11,35932	76,84887	
10-Husb.work.class=PrivateWorker, YES, 09-Wife:Mexico	01-H. not owned	12,21483	79,32099	
10-Husb.work.class=PrivateWorker, YES, 09-Wife:Mexico	08-Husb.:Mexico	13,49810	87,65432	
10-Husb.work.class=PrivateWorker, YES, 08-Husb.:Mexico	01-H. not owned	12,35741	78,54985	
10-Husb.work.class=PrivateWorker, YES, 08-Husb.:Mexico	09-Wife:Mexico	13,49810	85,80060	
10-Husb.work.class=PrivateWorker, YES, 03-Vechicl.=1	01-H. not owned	10,26616	88,16327	
10-Husb.work.class=PrivateWorker, 02-Det. house, 01-H. owned	11-Wife.work.class=PrivateWorker	10,97909	78,83959	
10-Husb.work.class=PrivateWorker, 02-Det. house, NO	11-Wife.work.class=PrivateWorker	10,78897	78,81944	
10-Husb.work.class=PrivateWorker, 06-Husb.:no college, 07-Wife:no college	11-Wife.work.class=PrivateWorker	9,60076	85,23207	
10-Husb.work.class=PrivateWorker, 06-Husb.:no college, NO	11-Wife.work.class=PrivateWorker	9,88593	77,32342	
10-Husb.work.class=PrivateWorker, 07-Wife:no college, 11-Wife.work.class=PrivateWorker	01-H. not owned	15,16160	73,33333	
10-Husb.work.class=PrivateWorker, 07-Wife:no college, NO	11-Wife.work.class=PrivateWorker	10,97909	86,19403	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	01-H. not owned	17,68061	71,26437	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	01-H. not owned	9,55323	75,28090	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	NO	10,07605	79,40075	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico	01-H. not owned	14,68631	76,29630	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico	08-Husb.:Mexico	15,39924	80,00000	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 08-Husb.:Mexico	01-H. not owned	14,30608	75,62814	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 08-Husb.:Mexico	09-Wife:Mexico	15,39924	81,40704	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=1	01-H. not owned	12,92776	85,26646	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=03	01-H. not owned	11,35932	89,51311	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	NO	10,78897	84,38662	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	25,14259	73,06630	
10-Husb.work.class=PrivateWorker, 12-Husb.Income=04, NO	11-Wife.work.class=PrivateWorker	13,45057	77,11172	
10-Husb.work.class=PrivateWorker, 06-Husb.:associate, NO	01-H. not owned	9,98099	76,08696	
10-Husb.work.class=PrivateWorker, 06-Husb.:associate, NO	11-Wife.work.class=PrivateWorker	10,07605	76,81159	
10-Husb.work.class=PrivateWorker, 09-Wife:Mexico, 08-Husb.:Mexico	01-H. not owned	17,53802	78,84615	
10-Husb.work.class=PrivateWorker, 09-Wife:Mexico, 06-Husb.:no school	01-H. not owned	10,26616	86,40000	
10-Husb.work.class=PrivateWorker, 09-Wife:Mexico, 06-Husb.:no school	08-Husb.:Mexico	11,16920	94,00000	
10-Husb.work.class=PrivateWorker, 08-Husb.:Mexico, 06-Husb.:no school	01-H. not owned	10,45627	86,27451	
10-Husb.work.class=PrivateWorker, 08-Husb.:Mexico, 06-Husb.:no school	09-Wife:Mexico	11,16920	92,15686	
10-Husb.work.class=PrivateWorker, 07-Wife:associate, NO	01-H. not owned	12,02471	75,29762	
YES, 02-Det. house, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	10,31369	83,14176	
YES, 07-Wife:no college, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	9,69582	78,76448	
YES, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	01-H. not owned	9,88593	70,27027	
YES, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	10-Husb.work.class=PrivateWorker	11,35932	80,74324	
YES, 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico	10-Husb.work.class=PrivateWorker	10,31369	87,14859	
YES, 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico	08-Husb.:Mexico	10,17110	85,94378	
YES, 11-Wife.work.class=PrivateWorker, 08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	10,59886	85,11450	
YES, 11-Wife.work.class=PrivateWorker, 08-Husb.:Mexico	09-Wife:Mexico	10,17110	81,67939	
YES, 09-Wife:Mexico, 08-Husb.:Mexico	01-H. not owned	12,50000	77,81065	
YES, 09-Wife:Mexico, 08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	13,49810	84,02367	
02-Det. house, 11-Wife.work.class=PrivateWorker, 01-H. owned	10-Husb.work.class=PrivateWorker	10,97909	80,76923	
02-Det. house, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	10,78897	80,21201	
06-Husb.:no college, 07-Wife:no college, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	9,60076	79,21569	
06-Husb.:no college, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	9,88593	79,08745	
07-Wife:no college, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	10,31369	73,80952	
07-Wife:no college, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	10,97909	78,57143	
11-Wife.work.class=PrivateWorker, 12-Husb.Income=04, NO	01-H. not owned	12,35741	72,42340	
11-Wife.work.class=PrivateWorker, 12-Husb.Income=04, NO	10-Husb.work.class=PrivateWorker	13,45057	78,83008	
11-Wife.work.class=PrivateWorker, 06-Husb.:associate, NO	10-Husb.work.class=PrivateWorker	10,07605	83,46457	
11-Wife.work.class=PrivateWorker, 09-Wife:Mexico, 08-Husb.:Mexico	01-H. not owned	13,45057	76,48649	
11-Wife.work.class=PrivateWorker, 09-Wife:Mexico, 08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	15,39924	87,56757	
11-Wife.work.class=PrivateWorker, 07-Wife:associate, NO	01-H. not owned	9,98099	76,08696	
11-Wife.work.class=PrivateWorker, 07-Wife:associate, NO	10-Husb.work.class=PrivateWorker	10,78897	82,24638	
09-Wife:Mexico, 08-Husb.:Mexico, 06-Husb.:no school	01-H. not owned	10,93156	86,79245	
09-Wife:Mexico, 08-Husb.:Mexico, 06-Husb.:no school	10-Husb.work.class=PrivateWorker	11,16920	88,67925	
01-H. not owned, 02-Apart., 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	15,49430	79,51220	
01-H. not owned, 02-Apart., 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	15,49430	80,49383	
01-H. not owned, 02-Apart., 03-Vechicl.=2, NO	10-Husb.work.class=PrivateWorker	13,40304	80,34188	
01-H. not owned, 02-Apart., 03-Vechicl.=2, NO	11-Wife.work.class=PrivateWorker	13,16540	78,91738	
01-H. not owned, 02-Apart., 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	10,12357	81,92308	
01-H. not owned, 02-Apart., 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	10,12357	80,98859	
01-H. not owned, 02-Apart., 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	9,60076	81,45161	
01-H. not owned, 02-Apart., 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	9,60076	79,21569	
01-H. not owned, 02-Apart., 10-Husb.work.class=PrivateWorker, 07-Wife:no college	11-Wife.work.class=PrivateWorker	9,98099	85,71429	
01-H. not owned, 02-Apart., 10-Husb.work.class=PrivateWorker, 12-Husb.Income=04	11-Wife.work.class=PrivateWorker	11,45437	76,99681	
01-H. not owned, 02-Apart., 10-Husb.work.class=PrivateWorker, 09-Wife:Mexico	08-Husb.:Mexico	11,83460	83,27759	
01-H. not owned, 02-Apart., 10-Husb.work.class=PrivateWorker, 08-Husb.:Mexico	09-Wife:Mexico	11,83460	84,12162	
01-H. not owned, 02-Apart., 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	18,20342	75,84158	
01-H. not owned, 02-Apart., YES, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	10,50380	81,54982	
01-H. not owned, 02-Apart., 07-Wife:no college, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	9,98099	81,08108	
01-H. not owned, 02-Apart., 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	10-Husb.work.class=PrivateWorker	11,45437	78,24675	
01-H. not owned, 02-Apart., 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico	10-Husb.work.class=PrivateWorker	9,64829	86,75214	
01-H. not owned, 02-Apart., 11-Wife.work.class=PrivateWorker, 08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	9,60076	85,23207	
01-H. not owned, 02-Apart., 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	18,20342	81,66311	
01-H. not owned, 02-Apart., 09-Wife:Mexico, 08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	11,83460	86,15917	
01-H. not owned, 03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	9,55323	77,60618	
01-H. not owned, 03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	9,50570	77,22008	
01-H. not owned, 03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	09-Wife:West Europe	9,55323	72,30216	
01-H. not owned, 03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	10,83650	82,01439	
01-H. not owned, 03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	09-Wife:West Europe	9,50570	70,92199	
01-H. not owned, 03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	10,83650	80,85106	
01-H. not owned, 03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	NO	9,60076	71,63121	
01-H. not owned, 03-Vechicl.=2, 08-Husb.:West Europe, NO	11-Wife.work.class=PrivateWorker	9,60076	77,99228	
01-H. not owned, 03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	08-Husb.:West Europe	9,55323	74,16974	
01-H. not owned, 03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	10,50380	81,54982	
01-H. not owned, 03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	9,50570	71,68459	
01-H. not owned, 03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	10,50380	79,21147	
01-H. not owned, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=04	11-Wife.work.class=PrivateWorker	11,59696	84,13793	
01-H. not owned, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, NO	02-Apart.	13,40304	72,49357	
01-H. not owned, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	14,92395	80,71979	
01-H. not owned, 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	10-Husb.work.class=PrivateWorker	11,59696	81,33333	
01-H. not owned, 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	14,92395	78,10945	
01-H. not owned, 08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	11,26426	81,44330	
01-H. not owned, 08-Husb.:West Europe, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	11,26426	79,00000	
01-H. not owned, 08-Husb.:West Europe, 09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	9,50570	78,43137	
01-H. not owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	10,93156	82,43728	
01-H. not owned, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	03-Vechicl.=2	9,60076	70,87719	
01-H. not owned, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	09-Wife:West Europe	9,50570	70,17544	
01-H. not owned, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	10,93156	80,70175	
01-H. not owned, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	11,26426	72,47706	
01-H. not owned, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	10,17110	81,36882	
01-H. not owned, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	08-Husb.:West Europe	9,50570	73,52941	
01-H. not owned, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	10,17110	78,67647	
01-H. not owned, 10-Husb.work.class=PrivateWorker, YES, 09-Wife:Mexico	08-Husb.:Mexico	10,64639	87,15953	
01-H. not owned, 10-Husb.work.class=PrivateWorker, YES, 08-Husb.:Mexico	09-Wife:Mexico	10,64639	86,15385	
01-H. not owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico	08-Husb.:Mexico	11,78707	80,25890	
01-H. not owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 08-Husb.:Mexico	09-Wife:Mexico	11,78707	82,39203	
01-H. not owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	02-Apart.	18,20342	72,40076	
01-H. not owned, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=04, NO	11-Wife.work.class=PrivateWorker	9,64829	79,29688	
01-H. not owned, 10-Husb.work.class=PrivateWorker, 09-Wife:Mexico, 06-Husb.:no school	08-Husb.:Mexico	9,69582	94,44444	
01-H. not owned, 10-Husb.work.class=PrivateWorker, 08-Husb.:Mexico, 06-Husb.:no school	09-Wife:Mexico	9,69582	92,72727	
01-H. not owned, YES, 09-Wife:Mexico, 08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	10,64639	85,17110	
01-H. not owned, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04, NO	10-Husb.work.class=PrivateWorker	9,64829	78,07692	
01-H. not owned, 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico, 08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	11,78707	87,63251	
01-H. not owned, 09-Wife:Mexico, 08-Husb.:Mexico, 06-Husb.:no school	10-Husb.work.class=PrivateWorker	9,69582	88,69565	
02-Apart., 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	15,49430	93,14286	
02-Apart., 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, NO	01-H. not owned	13,40304	91,85668	
02-Apart., 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	11,40684	78,17590	
02-Apart., 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	13,16540	93,26599	
02-Apart., 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	11,40684	80,80808	
02-Apart., 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	10,12357	93,42105	
02-Apart., 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	9,60076	94,83568	
02-Apart., 10-Husb.work.class=PrivateWorker, YES, 11-Wife.work.class=PrivateWorker	01-H. not owned	10,50380	95,25862	
02-Apart., 10-Husb.work.class=PrivateWorker, 07-Wife:no college, 11-Wife.work.class=PrivateWorker	01-H. not owned	9,98099	93,75000	
02-Apart., 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	01-H. not owned	11,45437	94,50980	
02-Apart., 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico	01-H. not owned	9,64829	95,30516	
02-Apart., 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 08-Husb.:Mexico	01-H. not owned	9,60076	96,19048	
02-Apart., 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	18,20342	94,10319	
